Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Agentic Category (product.metafields.agentiq.apl_category),Agentic Description (product.metafields.agentiq.apl_description),Agentic Title (product.metafields.agentiq.apl_title),FAQ (product.metafields.custom.faq),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Art movement (product.metafields.shopify.art-movement),Artwork authenticity (product.metafields.shopify.artwork-authenticity),Authenticity (product.metafields.shopify.authenticity),Band color (product.metafields.shopify.band-color),Bead shape (product.metafields.shopify.bead-shape),Bracelet design (product.metafields.shopify.bracelet-design),Case color (product.metafields.shopify.case-color),Color (product.metafields.shopify.color-pattern),Construction (product.metafields.shopify.construction),Crystal finish (product.metafields.shopify.crystal-finish),Decoration material (product.metafields.shopify.decoration-material),Dial color (product.metafields.shopify.dial-color),Disclosures (product.metafields.shopify.disclosure),Earring design (product.metafields.shopify.earring-design),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Finish (product.metafields.shopify.finish),Frame style (product.metafields.shopify.frame-style),Gemstone type (product.metafields.shopify.gemstone-type),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Lumber/Wood type (product.metafields.shopify.lumber-wood-type),Material (product.metafields.shopify.material),Material origin (product.metafields.shopify.material-origin),Mineral class (product.metafields.shopify.mineral-class),Mounting hardware (product.metafields.shopify.mounting-hardware),Mounting type (product.metafields.shopify.mounting-type),Necklace design (product.metafields.shopify.necklace-design),Orientation (product.metafields.shopify.orientation),Personalization options (product.metafields.shopify.personalization-options),Product classification (product.metafields.shopify.product-classification),Product use (product.metafields.shopify.product-use),Rarity (product.metafields.shopify.rarity),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Shape (product.metafields.shopify.shape),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Watch material (product.metafields.shopify.watch-material),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),FAQ 1 - answer (product.metafields.vitals.faq_1_answer),FAQ 1 - question (product.metafields.vitals.faq_1_question),FAQ 2 - answer (product.metafields.vitals.faq_2_answer),FAQ 2 - question (product.metafields.vitals.faq_2_question),FAQ 3 - answer (product.metafields.vitals.faq_3_answer),FAQ 3 - question (product.metafields.vitals.faq_3_question),Highlight - description (product.metafields.vitals.highlight_description),Highlight - title (product.metafields.vitals.highlight_title),Image with text 1 - description (product.metafields.vitals.image_with_text_1_description),Image with text 1 - title (product.metafields.vitals.image_with_text_1_title),Image with text 2 - description (product.metafields.vitals.image_with_text_2_description),Image with text 2 - title (product.metafields.vitals.image_with_text_2_title),Key benefit 1 - description (product.metafields.vitals.key_benefit_1_description),Key benefit 1 - title (product.metafields.vitals.key_benefit_1_title),Key benefit 2 - description (product.metafields.vitals.key_benefit_2_description),Key benefit 2 - title (product.metafields.vitals.key_benefit_2_title),Key benefit 3 - description (product.metafields.vitals.key_benefit_3_description),Key benefit 3 - title (product.metafields.vitals.key_benefit_3_title),Key benefit 4 - description (product.metafields.vitals.key_benefit_4_description),Key benefit 4 - title (product.metafields.vitals.key_benefit_4_title),Tagline (product.metafields.vitals.tagline),Top benefit 1 (product.metafields.vitals.top_benefit_1),Top benefit 2 (product.metafields.vitals.top_benefit_2),Top benefit 3 (product.metafields.vitals.top_benefit_3),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / International,Price / International,Compare At Price / International,Status
privaa-jewels-14kt-yellow-gold-natural-diamond-womens-luxury-engagement-pendant-set-8-78-carat-gh-color-brilliant-cut-igi,14K Yellow Gold Natural Diamond Luxury Pendant Necklace,"<p>Elevate every special occasion with this luxurious 14K yellow gold natural diamond pendant necklace, crafted for an elegant and timeless look.</p>
<ul>
<li>
<strong>Natural diamonds:</strong> Features genuine GH color round brilliant cut diamonds for radiant sparkle.</li>
<li>
<strong>14K yellow gold:</strong> Premium gold setting adds a warm, classic shine to your jewelry collection.</li>
<li>
<strong>Elegant design:</strong> Refined luxury style ideal for weddings, parties, and anniversary celebrations.</li>
<li>
<strong>Certified quality:</strong> IGI certification provides added assurance of diamond authenticity and grading.</li>
</ul>
<p>Perfect as a meaningful gift or an engagement keepsake, this diamond pendant necklace brings a touch of luxury to every moment.</p>",La Maison Val D'or,Apparel & Accessories > Jewelry > Jewelry Sets,"","",true,Diamond Cut,Excellent,,Color,YELLOW Gold,,Diamond Clarity|Diamond Carat Weight,VS1|8.78CTW,,12000002315214-Excellent-YELLOW Gold-VS1-8.78CTW,0.0,shopify,continue,manual,42901.36,0.00,true,false,,,,,'815178431,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/A8f96c5858bac4d36a7bd94ad3b630d35T.webp?v=1787175987,1,"",false,,"14K yellow gold natural diamond pendant necklace with GH color round brilliant cut stones and IGI certification, ideal for gifts and engagements.",6463,,,,,,,,,,,,,,,,,,,,,,,,gold; geometric; floral,,,,,,,,,,,gold-plated; gold,imitation-jewelry; fine-jewelry,,,,,,,pendant,,,,,,,,,,female,,,,,,,,,,Yes. The pendant features genuine natural diamonds in GH color with a round brilliant cut.,Are the diamonds natural?,"The necklace is set in 14K yellow gold for a warm, classic finish.",What metal is the setting?,The total diamond weight is 8.78 carats and the stones are IGI certified.,What is the total carat weight and certification?,"Warm gold, certified sparkle, and refined styling create a memorable keepsake for weddings, anniversaries, and milestone moments.",Add <em>timeless diamond radiance</em> to every celebration,"Genuine GH-color round brilliant diamonds deliver refined, lively sparkle. Ideal for moments when you want subtle luxury that still stands out.",Dazzle with natural diamonds,"Designed as a meaningful gift or engagement memento, this pendant adds an elegant finishing touch to weddings, anniversaries, and celebrations.",Give a lasting keepsake,Genuine GH-color round brilliants.,Natural GH diamonds,Warm classic gold setting.,14K yellow gold,Independent diamond grading.,IGI certification,Perfect for weddings and anniversaries.,Refined elegant style,Celebrate milestones with sparkling certified diamond pendant elegance,Radiant GH color sparkle,Classic 14K gold warmth,Perfect for special occasions,,g,,14300.45,true,,,active
privaa-jewels-14kt-yellow-gold-natural-diamond-womens-luxury-engagement-pendant-set-8-78-carat-gh-color-brilliant-cut-igi,,,,,,,,,Excellent,,,YELLOW Gold,,,Si1|8.78CTW,,12000002315214-Excellent-YELLOW Gold-Si1-8.78CTW,0.0,shopify,continue,manual,42901.36,0.00,true,false,,,,,'491916505,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/A993e42484901448bacc616d964f13f8bT.webp?v=1787175988,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,14300.45,,,,
privaa-jewels-14kt-yellow-gold-natural-diamond-womens-luxury-engagement-pendant-set-8-78-carat-gh-color-brilliant-cut-igi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0999/5999/6793/files/A7ead13dd54e0415fb342b0821e2ff5a7q.webp?v=1787175988,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privaa-jewels-14kt-yellow-gold-natural-diamond-womens-luxury-engagement-pendant-set-8-78-carat-gh-color-brilliant-cut-igi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0999/5999/6793/files/Afc5a49c469724901ac37c8aaf0b0bca6x.webp?v=1787175987,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privaa-jewels-14kt-yellow-gold-natural-diamond-womens-luxury-engagement-pendant-set-8-78-carat-gh-color-brilliant-cut-igi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0999/5999/6793/files/A42da0c6a93564642892857baf72f7fe5N.webp?v=1787175987,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privaa-jewels-14kt-yellow-gold-natural-diamond-womens-luxury-engagement-pendant-set-8-78-carat-gh-color-brilliant-cut-igi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0999/5999/6793/files/A8f96c5858bac4d36a7bd94ad3b630d35T_3dd3929a-c5c1-4b8d-ae84-3548d7866776.webp?v=1787175987,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiant-excellent-polish-fancy-vivid-pink-colour-ring-vvs2-purity-5-carat-lab-grown-diamond-igi-certified-18-kt-white-gold-ring,Radiant Pink Lab Grown Diamond Ring 5 Carat 18K Gold,"Celebrate unforgettable moments with this radiant pink lab grown diamond ring, showcasing a stunning 5.00 carat fancy vivid center stone set in luxurious 18K white gold.

<ul>
<li>
<strong>Striking pink brilliance:</strong> Features a 5.00 carat fancy vivid pink radiant-cut lab grown diamond with VVS2 clarity for exceptional sparkle.</li>
<li>
<strong>Luxurious 18K gold:</strong> Crafted in 18K white gold with approximately 15 grams of precious metal for a substantial, high-end feel.</li>
<li>
<strong>D-color side stones:</strong> Accented with kite, trapezoid, baguette and tapered baguette diamonds in D color and VVS2 clarity for added radiance.</li>
<li>
<strong>Certified quality assurance:</strong> IGI certification and laser-drilled enhancements provide documented quality and confident ownership.</li>
</ul>
<p>Designed for weddings, engagements and black-tie occasions, this luxury pink diamond ring brings head-turning color and brilliance to every special event.</p>",La Maison Val D'or,Apparel & Accessories > Jewelry > Rings > Engagement Rings,ring,"",true,Diamond Cut,Excellent,,Color,Pink,,Diamond Clarity|Diamond Carat Weight|Ring Size,VS1|TOTAL DIAMOND WEIGHT 10.00|9.5,,10000045790522-Excellent-Pink-VS1-TOTAL DIAMOND WEIGHT 10.00-9.5,1000.0,shopify,continue,manual,51381.00,0.00,true,false,,,,,'651759103,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/H26bdbdf2a5ff4b22a5829da5f5312e6al.webp?v=1787175783,1,"",false,,"Radiant pink lab grown diamond ring with 5.00 carat center stone in 18K white gold and IGI certification, ideal for luxury engagements and events.",200,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,,,,,,,diamond,gold,fine-jewelry,,,,,,,,,,,,,solitaire,,,rectangular,,,,,,,,,,,The center lab grown diamond is 5.00 carats.,What is the carat weight of the center diamond?,The ring is crafted in 18K white gold and uses approximately 15 grams of precious metal.,What metal is the ring made from and how heavy is it?,Yes. The ring includes IGI certification and documented laser-drilled enhancements.,Does the ring come with certification or enhancements noted?,"Striking fancy vivid color, VVS2 clarity, and substantial 18K white gold combine to create an unforgettable, high-end statement piece.",Add <em>fierce pink brilliance</em> to your most important looks,"Features a 5.00 carat fancy vivid pink radiant-cut lab grown diamond with VVS2 clarity for exceptional sparkle. Set in 18K white gold, the center stone delivers bold color and presence.",Command instant attention,"Designed for weddings, engagements, and black-tie events, this ring pairs rich pink color with refined side stones to elevate formal looks. The arrangement of kite, trapezoid, and baguette diamonds adds polished sophistication.",Perfect for landmark moments,Fancy vivid radiant-cut pink diamond.,5.00 ct pink center,Exceptional clarity for pure fire.,VVS2 clarity sparkle,Approximately 15 grams for heft.,18K white gold,Includes IGI report and laser notes.,IGI certified,Turn every occasion into a radiant pink statement of elegance,Attract admiring glances,Brilliant VVS2 sparkle,Luxurious 18K white gold,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/H26bdbdf2a5ff4b22a5829da5f5312e6al.webp?v=1787175783,kg,,17127.00,true,,,active
radiant-excellent-polish-fancy-vivid-pink-colour-ring-vvs2-purity-5-carat-lab-grown-diamond-igi-certified-18-kt-white-gold-ring,,,,,,,,,Excellent,,,Pink,,,VS1|TOTAL DIAMOND WEIGHT 10.00|9.75,,10000045790522-Excellent-Pink-VS1-TOTAL DIAMOND WEIGHT 10.00-9.75,1000.0,shopify,continue,manual,51381.00,0.00,true,false,,,,,'305725085,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/Ad6deb3f818fa45ef97cdfd153d17cb3bD.webp?v=1787175783,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/H26bdbdf2a5ff4b22a5829da5f5312e6al.webp?v=1787175783,kg,,17127.00,,,,
radiant-excellent-polish-fancy-vivid-pink-colour-ring-vvs2-purity-5-carat-lab-grown-diamond-igi-certified-18-kt-white-gold-ring,,,,,,,,,Excellent,,,Pink,,,VS1|TOTAL DIAMOND WEIGHT 10.00|10,,10000045790522-Excellent-Pink-VS1-TOTAL DIAMOND WEIGHT 10.00-10,1000.0,shopify,continue,manual,51381.00,0.00,true,false,,,,,'573523224,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/A13f73492e57b4a07b565226db9525713k.webp?v=1787175783,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/H26bdbdf2a5ff4b22a5829da5f5312e6al.webp?v=1787175783,kg,,17127.00,,,,
radiant-excellent-polish-fancy-vivid-pink-colour-ring-vvs2-purity-5-carat-lab-grown-diamond-igi-certified-18-kt-white-gold-ring,,,,,,,,,Excellent,,,Pink,,,VS1|TOTAL DIAMOND WEIGHT 10.00|10.25,,10000045790522-Excellent-Pink-VS1-TOTAL DIAMOND WEIGHT 10.00-10.25,1000.0,shopify,continue,manual,51381.00,0.00,true,false,,,,,'814746943,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/Ac16f7f9aa31041a18cf3cdd731c11dd5c.webp?v=1787175784,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0999/5999/6793/files/H26bdbdf2a5ff4b22a5829da5f5312e6al.webp?v=1787175783,kg,,17127.00,,,,
